employee_id,ssg,compensation,gender,city,years_of_experience
2505,Finance,130149.8771,female,Seattle,8.272966837
3141,IT,116261.3879,female,Chicago,1.833686634
3500,LMNOP Division Operators,45876.06846,female,Seattle,5.4
3128,IT,117072.3713,female,Chicago,12.23422159
2074,Call Center,55940.59,female,New York,14.95369336
1769,Buyers,100920.8068,female,Chicago,5.96990416
2556,Finance,108596.4478,female,Seattle,7.964229599
1951,Buyers,121552.0898,female,Austin,25.3564671
2013,Buyers,132194.0806,female,Chicago,10.19201026
3108,IT,158918.0375,female,Austin,18.04854585
1988,Buyers,128089.5941,female,Austin,18.85425827
2239,Call Center,106282.02,female,New York,9.198155225
2208,Call Center,97826.79,female,New York,8.668233006
3104,IT,130718.9965,female,Chicago,2.424442114
2273,Call Center,113191.71,female,New York,8.901760484
2344,Call Center,142079.39,female,New York,18.23116254
2081,Call Center,58710.36,female,New York,12.44559627
2793,Finance,108855.1776,female,Seattle,37.58501093
1424,ABC Division,94069,female,Pittsburgh,5.76
3027,IT,129649.1771,female,Chicago,2.828640511
1576,Administrative Support,39659.25098,female,Seattle,25.40405541
10003,Administrative Support,39659.25098,female,Seattle,25.40405541
2148,Call Center,82782.88,female,New York,22.77300745
5330,Warehouse,94499.13829,female,Ithaca,21.56115209
2802,Finance,107830.7461,female,Seattle,21.95347289
2904,Finance,91801.87829,female,Seattle,17.01145878
1747,Buyers,,female,Chicago,6.83489913
1984,Buyers,127770.2745,female,Chicago,1.777591884
2596,Finance,93407.88406,female,Seattle,7.840113747
1643,Administrative Support,48780.1495,female,Seattle,14.93221879
2026,Buyers,135425.4318,female,Chicago,18.60894321
1652,Administrative Support,50218.00778,female,Seattle,10.15248709
2201,Call Center,96352.62,female,New York,5.880218629
2150,Call Center,83275.4,female,New York,21.41026977
2501,Finance,93269.84697,female,Seattle,16.83714925
2661,Finance,153822.3511,female,Seattle,14.37568989
2580,Finance,96990.65162,female,Austin,15.905728
1418,ABC Division,70586,female,Pittsburgh,11.96
2841,Finance,99062.38036,female,Seattle,3.772593144
5128,Technicians,188920.2531,female,New York,23
2300,Call Center,118144.05,female,New York,4.912953886
2982,IT,117465.203,female,Austin,11.58603358
1604,Administrative Support,42525.46225,female,Seattle,6.285823176
3012,IT,98211.06342,female,Chicago,10.30591603
1837,Buyers,110429.8295,female,Austin,22.34409757
2252,Call Center,109255.78,female,New York,10.41203877
2305,Call Center,120004.75,female,New York,11.84371284
2571,Finance,103118.8855,female,Seattle,7.629924479
2105,Call Center,70574.04,female,New York,14.41926724
2423,Engineering,121297.6718,female,Chicago,5.41
5513,XYZ Division,57210.43992,female,Austin,17.13
3101,IT,121481.0947,female,Austin,2.393750646
2600,Finance,93166.41513,female,Seattle,10.25601703
1579,Administrative Support,39659.25098,female,Austin,12.58417047
10009,Administrative Support,39659.25098,female,Austin,12.58417047
1712,Buyers,93024.19358,female,Chicago,28.62832196
1612,Administrative Support,44171.14258,female,Seattle,17.01322908
5190,Warehouse,63079.59317,female,Ithaca,17.89228316
2985,IT,123874.7654,female,Chicago,12.36779503
2965,HR,104583.6014,female,Los Angeles,4
2972,HR,123288.9167,female,Los Angeles,7
3177,IT,113874.1217,female,Chicago,1.910600898
1641,Administrative Support,48568.43767,female,Seattle,4.366897112
2204,Call Center,97293.69,female,New York,0.357961008
5533,XYZ Division,61302.11368,female,Austin,5.42
2654,Finance,70875.7,female,Austin,11.46806451
2278,Call Center,113587.89,female,New York,16.60105193
2930,Finance,85702.95205,female,Austin,21.96276864
2635,Finance,86302.80479,female,Seattle,11.94331771
5237,Warehouse Leadership,94094.48676,female,Ithaca,7.403683263
1852,Buyers,111133.1665,female,Chicago,19.79451397
5271,Warehouse,75475.25442,female,Ithaca,7.982074416
3311,IT,108004.9292,female,Chicago,19.66086047
5147,Technicians,176491.6658,female,Los Angeles,14.2
5087,Technicians,154642.493,female,Palo Alto,16.21
2095,Call Center,58710.36,female,New York,16.09294488
4757,Research and Development,97288.97049,female,Los Angeles,7
10024,Administrative Support,42408.23437,female,Seattle,1.71148901
2947,HR,72279.60117,female,Santa Cruz,26
1709,Buyers,93734.41768,female,Chicago,28.40543236
1617,Administrative Support,44912.43319,female,Seattle,3.679950325
2777,Finance,112566.8234,female,Seattle,19.49007563
1954,Buyers,121931.849,female,Chicago,12.57208666
5211,Warehouse,67460.87608,female,Ithaca,14.05037982
4809,Sales Support,51465,female,Houston,14
3485,LMNOP Division Operators,70333.21996,female,Seattle,3.78
2655,Finance,70613.76,female,Seattle,25.43864033
2815,Finance,105762.5351,female,Seattle,9.10998161
5338,Warehouse,93800.14266,female,Ithaca,3.613210412
2577,Finance,97612.8422,female,Seattle,9.308822549
5402,Warehouse,46385.13969,female,Ithaca,9.034118783
2703,Finance,125371.6398,female,Seattle,20.25071445
5384,Warehouse,86564.28497,female,Ithaca,15.70279925
2069,Call Center,48573.15,female,New York,6.402103944
2855,Finance,96614.89274,female,Seattle,1.988630655
5395,Warehouse,81936.89155,female,Ithaca,5.010054371
1637,Administrative Support,47906.21144,female,Seattle,8.227318465
1651,Administrative Support,50129.48192,female,Austin,15.74596316
2708,Finance,124414.2478,female,Seattle,14.61531539
1636,Administrative Support,47235.641,female,Seattle,9.221035513
5401,Warehouse,71707.36628,female,Ithaca,7.949379297
1619,Administrative Support,44953.09404,female,Seattle,19.88056318
2357,Call Center,176089.97,female,New York,19.84903633
4488,QRS Division,66809.49683,female,Austin,21.59
4484,QRS Division,70840.53267,female,Austin,12.5
2850,Finance,97578.98881,female,Austin,11.40173164
1772,Buyers,101228.1174,female,Chicago,17.12463164
2604,Finance,91945.4598,female,Seattle,8.110930187
1635,Administrative Support,47214.43803,female,Austin,9.121513876
1620,Administrative Support,45017.8802,female,Seattle,4.222773624
5162,Warehouse Leadership,93251.3843,female,Ithaca,0.794863823
3513,LMNOP Division Operators,65921.73981,female,Austin,18.33
2664,Finance,88942.21789,female,Austin,22.71639376
2706,Finance,124881.5385,female,Austin,17.34084169
2816,Finance,105733.7836,female,Austin,31.39265133
1642,Administrative Support,48732.79982,female,Seattle,14.44703232
2701,Finance,125731.3998,female,Austin,4.71704345
2652,Finance,72950.79,female,Austin,4.017941104
2616,Finance,90125.5029,female,Seattle,16.96493516
1419,ABC Division,82973,female,Pittsburgh,1.4
4175,LMNOP Division Operators,57566.45613,female,Seattle,10.58
2217,Call Center,99528.86,female,New York,11.60757512
5214,Warehouse,83491.2632,female,Ithaca,19.95167029
2188,Call Center,94391.08,female,New York,21.95073816
3147,IT,121719.8945,female,Chicago,13.81417647
1358,ABC Division,59115.056,female,Pittsburgh,8.71
5063,Technicians,,female,Houston,4
5702,XYZ Division,67271.7012,female,Seattle,3.2
2023,Buyers,135296.9616,female,Chicago,11.49072786
1615,Administrative Support,44727.38089,female,Seattle,25.35823075
2922,Finance,88971.84645,female,Seattle,25.07247531
2022,Buyers,134960.3342,female,Chicago,12.59268262
4700,QRS Division,51673.8976,female,Austin,28.58
1830,Buyers,109795.3066,female,Chicago,10.09166218
3511,LMNOP Division Operators,67199.01059,female,Seattle,6.55
1944,Buyers,119973.4997,female,Chicago,14.90111829
1578,Administrative Support,39659.25098,female,Austin,18.71108969
10007,Administrative Support,39659.25098,female,Austin,18.71108969
4794,Sales Support,55959,female,Denver,1.71
14800,Sales Support,49657,female,Denver,1.71
3310,IT,104654.0492,female,Austin,14.19223862
2246,Call Center,107743.57,female,New York,27.57067137
2663,Finance,88942.21789,female,Austin,1.291530842
3477,LMNOP Division Operators,45059.32723,female,Seattle,18.55
2971,HR,121606.345,female,Los Angeles,15
1497,ABC Division,81748,female,Pittsburgh,20.18
2677,Finance,98056.57554,female,Austin,13.66665159
5332,Warehouse,80661.08944,female,Ithaca,13.35776622
2507,Finance,127227.1655,female,Seattle,19.83720883
5336,Warehouse,75217.24075,female,Ithaca,14.66812893
2306,Call Center,120917.23,female,New York,2.827668934
1741,Buyers,97471.45091,female,Chicago,3.710342592
1387,ABC Division,66500.72,female,Pittsburgh,21.28
5126,Technicians,223641.685,female,Palo Alto,19.5
2642,Finance,85397.35003,female,Austin,3.55416829
1979,Buyers,127054.261,female,Chicago,23.93308449
1989,Buyers,128425.5712,female,Chicago,11.47513999
4839,Sales Support,49657,female,Chicago,3.41
1704,Administrative Support,92424.99602,female,Seattle,35.1884777
5168,Warehouse,54494.87759,female,Ithaca,18.65299685
2548,Finance,111782.2694,female,Austin,17.331182
2155,Call Center,84494.92,female,New York,19.01679496
1646,Administrative Support,49410.11939,female,Austin,20.20725602
5341,Warehouse,95758.5504,female,Ithaca,7.967341335
2255,Call Center,109564.35,female,New York,24.50194429
2497,Finance,85809.26964,female,Austin,6.11158449
1705,Buyers,91854.37632,female,Chicago,6.920634369
1938,Buyers,119360.3444,female,Chicago,17.84176361
2196,Call Center,95605.9,female,New York,21.04273952
3546,LMNOP Division Operators,47006.5448,female,Seattle,7.11
1369,ABC Division,66045.408,female,Pittsburgh,7.75
1627,Administrative Support,45376.77492,female,Seattle,28.60160724
4482,QRS Division,59957.77216,female,Austin,12.01
2649,Finance,75911.45,female,Austin,18.2525619
2503,Finance,93269.84697,female,Austin,17.84659221
3172,IT,135139.3162,female,Chicago,4.112360105
2645,Finance,78663.16,female,Seattle,11.67395855
1873,Buyers,112804.8885,female,Chicago,8.318681264
5277,Warehouse,67629.8777,female,Ithaca,17.18429564
2928,Finance,86674.58543,female,Seattle,20.00748688
5294,Warehouse,66533.13339,female,Ithaca,12.29950217
1580,Administrative Support,39659.25098,female,Seattle,23.12580976
10011,Administrative Support,39659.25098,female,Seattle,23.12580976
1776,Buyers,101705.7442,female,Chicago,17.56582624
1816,Buyers,105654.9023,female,Chicago,13.50998245
5166,Warehouse Leadership,94477.72156,female,Ithaca,21.95366981
2578,Finance,97533.75431,female,Austin,12.66876347
4048,LMNOP Division Operators,60003.04332,female,Seattle,5.9
2857,Finance,96509.8662,female,Seattle,3.25522094
2564,Finance,105471.3186,female,Seattle,6.128707847
3417,LMNOP Division Operators,69739.56712,female,Seattle,0.39
2007,Buyers,131382.884,female,Austin,9.969989454
1629,Administrative Support,45660.15135,female,Austin,1.048423207
1952,Buyers,121589.5833,female,Austin,7.579550298
4355,Production,84677,female,Austin,5.1
2951,HR,79358.76514,female,Santa Cruz,4
4848,Sales Support,43582,female,Chicago,2
5216,Warehouse,75421.19017,female,Ithaca,19.91057288
1778,Buyers,102081.9612,female,Chicago,0.793100921
2534,Finance,117735.1567,female,Seattle,3.069321894
4806,Sales Support,53660,female,Santa Cruz,9
2492,Finance,88942.21789,female,Seattle,0.992197583
1753,Buyers,99178.8162,female,Chicago,7.377658032
2830,Finance,103156.4974,female,Seattle,15.99091457
1887,Buyers,113836.9773,female,Chicago,26.34313641
5525,XYZ Division,51402.56224,female,Austin,19.66
5337,Warehouse,59848.36297,female,Ithaca,0.700690319
3036,IT,111797.7235,female,Austin,6.824624881
10026,Administrative Support,42423.06794,female,Seattle,21.88603015
2499,Finance,85809.26964,female,Seattle,14.91933223
2553,Finance,109418.3005,female,Seattle,5.431909379
10018,Administrative Support,42300.68282,female,Seattle,0.479103865
2151,Call Center,83402.44,female,New York,8.870954676
2871,Finance,94956.54602,female,Seattle,17.59143704
2893,Finance,92749.03488,female,Austin,15.88297728
3198,IT,120633.6791,female,Chicago,2.795626683
4360,Production,95930,female,Austin,1.43
3111,IT,124338.0672,female,Chicago,11.08492605
3318,IT,127000.4552,female,Chicago,23.18551991
2500,Finance,85809.26964,female,Seattle,20.53051949
1791,Buyers,102892.93,female,Austin,1.890046877
2929,Finance,85850.46034,female,Seattle,22.99822378
2572,Finance,99475.77148,female,Seattle,2.335797138
2657,Finance,164186.7999,female,Austin,23.08229617
2798,Finance,108508.1261,female,Austin,10.04457701
2917,Finance,89535.93281,female,Seattle,21.25348197
1581,Administrative Support,39659.25098,female,Seattle,20.23491196
10013,Administrative Support,39659.25098,female,Seattle,20.23491196
1758,Buyers,99334.24858,female,Chicago,11.26550718
1786,Buyers,102496.6117,female,Chicago,21.58455468
5200,Warehouse,52504.26529,female,Ithaca,2.745350479
3420,LMNOP Division Operators,54944.33305,female,Austin,1.55
2694,Finance,127565.5156,female,Austin,15.56229436
1783,Buyers,102455.2475,female,Chicago,14.32722488
5763,XYZ Division,,female,Seattle,3.15
2940,Finance,74078.64,female,Seattle,21.50402272
2643,Finance,70875.7,female,Seattle,9.420347155
2637,Finance,85993.39504,female,Seattle,18.34147679
5317,Warehouse,74963.55312,female,Ithaca,6.276118035
5333,Warehouse,74093.80968,female,Ithaca,0.545334146
2525,Finance,119612.5209,female,Austin,24.58968609
5207,Warehouse,91378.93317,female,Ithaca,8.241612928
5476,Warehouse,73323.85149,female,Ithaca,18.93187338
3150,IT,115506.4301,female,Austin,17.65810858
4477,Production,64447.3024,female,Austin,26.52
3194,IT,115921.6634,female,Chicago,7.563676701
1963,Buyers,123681.2576,female,Austin,11.38268785
2510,Finance,125028.3283,female,Seattle,5.287943821
2144,Call Center,81231.11,female,New York,7.014775274
5213,Warehouse,83718.12417,female,Ithaca,18.62696563
2852,Finance,96940.60411,female,Austin,9.974294388
2185,Call Center,93502.5,female,New York,8.91971746
1396,ABC Division,68429.45824,female,Pittsburgh,7.48
2117,Call Center,74410.35,female,New York,19.90524603
2804,Finance,107683.6282,female,Austin,4.468379072
2620,Finance,88706.87176,female,Seattle,27.3764122
4733,Research and Development,60771.35861,female,Los Angeles,9.98
3191,IT,104712.8695,female,Chicago,17.38827438
3261,IT,125355.7998,female,Chicago,21.48534766
3203,IT,116952.79,female,Austin,3.068826073
2639,Finance,85819.12463,female,Seattle,2.354602858
2146,Call Center,82132.61,female,New York,28.50260179
2828,Finance,103603.793,female,Austin,3.794793654
2612,Finance,91050.93232,female,Seattle,8.688186918
1980,Buyers,127377.0092,female,Chicago,3.363577869
1762,Buyers,100115.5907,female,Chicago,22.75413803
2184,Call Center,93063.33,female,New York,1.711065656
2969,HR,119756.3742,female,Chicago,3
2178,Call Center,91237.75,female,New York,33.60173464
2651,Finance,73904.16,female,Seattle,2.208420974
1501,ABC Division,77651,female,Pittsburgh,34.58
3000,IT,127469.578,female,Chicago,18.70155083
2522,Finance,120073.3984,female,Seattle,28.3749599
1990,Buyers,128466.9031,female,Chicago,7.473678166
2707,Finance,124420.9977,female,Austin,18.20500942
2241,Call Center,106943.06,female,New York,18.38583126
5388,Warehouse,61929.01929,female,Ithaca,35.30219425
2628,Finance,87375.32761,female,Seattle,5.016680798
4766,Research and Development,165157.7957,female,Palo Alto,13.5
2512,Finance,89679.8966,female,Seattle,13.86512034
1609,Administrative Support,43710.00521,female,Austin,10.29981383
4590,QRS Division,64762.25184,female,Austin,29.02
4787,Sales Support,46272,female,Ithaca,1
47857,Sales Support,59944,female,Ithaca,1
2006,Buyers,131109.1699,female,Austin,11.14447021
2590,Finance,94948.93349,female,Austin,0.799478004
2102,Call Center,69400.39,female,New York,15.63263931
5326,Warehouse,53829.28352,female,Ithaca,5.153730498
1820,Buyers,106050.5431,female,Austin,2.789848077
2788,Finance,110315.2877,female,Seattle,21.05467612
1710,Buyers,93870.11822,female,Austin,8.229581006
2989,IT,127914.0307,female,Chicago,26.93832414
5541,XYZ Division,65307.19405,female,Austin,27.22
2591,Finance,94769.25,female,Seattle,1.205753461
2093,Call Center,58710.36,female,New York,14.12495277
3156,IT,114821.9161,female,Austin,5.063101045
4720,Research and Development,64565.66607,female,Los Angeles,9.81
4478,Production,50541.92,female,Austin,24.87
2242,Call Center,107000.73,female,New York,22.72127494
3088,IT,111823.5568,female,Chicago,21.014584
4374,Production,64126.6496,female,Austin,15.15
2202,Call Center,96888.81,female,New York,18.0529243
1806,Buyers,104568.3981,female,Chicago,26.24023657
2256,Call Center,109688.49,female,New York,3.091246371
2697,Finance,126424.4875,female,Austin,7.040093005
5329,Warehouse,,female,Ithaca,0.50648416
1789,Buyers,102770.2841,female,Austin,3.343551557
4728,Research and Development,57384.47836,female,Los Angeles,5.1
5477,Warehouse,84472.3422,female,Ithaca,21.31709423
2229,Call Center,102863.37,female,New York,17.9922048
5161,Warehouse,91709.33599,female,Ithaca,3.955750183
3195,IT,123773.2028,female,Chicago,6.080240378
4695,QRS Division,53060.7168,female,Austin,19.07
2847,Finance,98422.80923,female,Austin,8.135600072
5328,Warehouse,65352.92905,female,Ithaca,11.06171252
2215,Call Center,99412.85,female,New York,4.405691491
10012,Administrative Support,42038.1199,female,Seattle,4.097868788
4807,Sales Support,46272,female,Santa Cruz,17
4713,Research and Development,58571.40582,female,Los Angeles,5
1349,ABC Division,66599.9776,female,Pittsburgh,2.24
5160,Warehouse Leadership,92696.50158,female,Ithaca,8.001233046
1654,Administrative Support,51025.05098,female,Austin,10.05987905
1774,Buyers,101520.7196,female,Chicago,1.900354229
5516,XYZ Division,50297.23616,female,Austin,10.41
5266,Warehouse Leadership,100155.2342,female,Ithaca,12.59243019
5387,Warehouse,74346.78793,female,Ithaca,19.84831333
1361,ABC Division,58271.2,female,Pittsburgh,2.45
1982,Buyers,127564.5216,female,Chicago,11.27946375
1978,Buyers,127038.5059,female,Chicago,23.11835511
4805,Sales Support,56746,female,Santa Cruz,19
2576,Finance,97654.36416,female,Austin,30.75136304
1764,Buyers,100260.7057,female,Chicago,14.90199826
2623,Finance,88286.63039,female,Seattle,0.193011146
1583,Administrative Support,39659.25098,female,Seattle,26.30827012
10017,Administrative Support,39659.25098,female,Seattle,26.30827012
2808,Finance,107182.6185,female,Austin,5.347482836
3496,LMNOP Division Operators,53565.37214,female,Seattle,2.33
2399,Engineering,117949.834,female,Houston,2
1653,Administrative Support,50323.03962,female,Austin,21.36311595
2809,Finance,107119.3232,female,Seattle,3.774631889
4754,Research and Development,111206.9888,female,Palo Alto,21.11
2461,Facility Services,32087.74484,female,New York,6.41
2954,HR,85066.03026,female,Chicago,3
2466,Facility Services,34201.297,female,Denver,2
2832,Finance,103013.99,female,Seattle,5.816205697
2106,Call Center,70831.19,female,New York,23.0954753
2136,Call Center,79341.58,female,New York,23.85778802
10006,Administrative Support,40907.0978,female,Seattle,11.79778797
5193,Warehouse,91253.34099,female,Ithaca,10.92021247
4800,Sales Support,44859,female,Santa Cruz,15
3081,IT,136049.9502,female,Chicago,12.46259774
3114,IT,117075.4747,female,Chicago,17.17109638
3068,IT,112571.2871,female,Chicago,1.426117075
2629,Finance,87355.40698,female,Seattle,14.5066495
1577,Administrative Support,39659.25098,female,Seattle,30.04371095
10005,Administrative Support,39659.25098,female,Seattle,30.04371095
3017,IT,124455.2667,female,Chicago,3.537143366
1382,ABC Division,66678.56,female,Pittsburgh,10.82
1956,Buyers,122422.9879,female,Chicago,1.036892367
1950,Buyers,121318.6636,female,Chicago,10.22868738
2078,Call Center,57034.47,female,New York,8.550393739
2762,Finance,115424.7709,female,Seattle,13.21925422
10010,Administrative Support,41845.19635,female,Austin,26.45838304
2343,Call Center,141717.26,female,New York,18.6340032
2288,Call Center,115032.49,female,New York,11.32782191
3401,LMNOP Division Operators,46826.35445,female,Seattle,7.49
2551,Finance,110691.6328,female,Seattle,14.03305071
2475,Facility Services,36780.01,female,Miami,4.31
2393,Engineering,114661.428,female,Chicago,3
4748,Research and Development,80804.36773,female,Los Angeles,6
1785,Buyers,102486.7322,female,Chicago,20.7271517
2595,Finance,93419.26431,female,Austin,15.00806414
3117,IT,113510.2883,female,Chicago,5.251048482
2316,Call Center,123470.25,female,New York,19.40262332
1959,Buyers,123160.6118,female,Chicago,19.43611019
3954,LMNOP Division Operators,48419.99972,female,Seattle,1.36
3524,LMNOP Division Operators,56411.10952,female,Seattle,17.55
3243,IT,136899.8066,female,Austin,5.093455289
3120,IT,117998.7381,female,Austin,25.85817577
4768,Research and Development,145489.162,female,Los Angeles,12.31
2614,Finance,90673.81433,female,Austin,24.38769446
2764,Finance,115141.2956,female,Seattle,14.5105436
2101,Call Center,69263.52,female,New York,12.5700003
3293,IT,101385.0817,female,Chicago,22.22609926
5682,XYZ Division,65049.59408,female,Austin,20.89
2009,Buyers,131815.9775,female,Chicago,5.517218681
1763,Buyers,100154.4557,female,Chicago,11.6142367
2763,Finance,115361.589,female,Austin,6.418802809
2506,Finance,,female,Seattle,25.83258548
2539,Finance,114464.6047,female,Seattle,15.19089389
5170,Warehouse,83324.25262,female,Ithaca,28.47700136
2327,Call Center,127252.45,female,New York,6.858458953
2566,Finance,103761.1473,female,Seattle,11.10793346
2163,Call Center,87769.11,female,New York,6.975959044
2268,Call Center,112195.52,female,New York,13.07217218
4732,Research and Development,60035.568,female,Los Angeles,12.5
4716,Research and Development,61790.88178,female,Los Angeles,1
4738,Research and Development,75676.48904,female,Los Angeles,4
2396,Engineering,125659.8616,female,Miami,9.5
2944,HR,70027.06682,female,San Francisco,12.9
4819,Sales Support,50806,female,New York,1.61
4852,Sales Support,49706,female,San Francisco,2.71
4881,Sales Support,48308,female,Chicago,11.31
4886,Sales Support,58248,female,Chicago,1.8
4872,Sales Support,47814,female,San Francisco,4.31
4876,Sales Support,58248,female,Houston,4.91
4849,Sales Support,50806,female,San Francisco,2.1
4873,Sales Support,51465,female,Santa Cruz,4.6
4878,Sales Support,50806,female,Houston,5.2
4862,Sales Support,43582,female,Los Angeles,6.2
4858,Sales Support,47346,female,Los Angeles,5.2
2415,Engineering,136005.7673,female,Houston,3.5
2411,Engineering,135077.6493,female,Denver,16.8
5136,Technicians,207219.1261,female,Palo Alto,20.11
5045,Technicians,85814.87773,female,Denver,7
5010,Technicians,39116.00875,female,Santa Cruz,1
5112,Technicians,208343.3765,female,Los Angeles,21.9
5139,Technicians,240932.495,female,Palo Alto,16
5079,Technicians,164694.2872,female,New York,16
5118,Technicians,181024.4647,female,Palo Alto,15.9
5121,Technicians,217874.9942,female,Palo Alto,22.61
5082,Technicians,203815.7682,female,New York,20
5085,Technicians,153256.7545,female,Los Angeles,16.21
5044,Technicians,85812.26837,female,Houston,9.9
4919,Sales Operations,77516.02439,female,Denver,12.81
5899,Sales Operations,77516.02439,female,Denver,12.81
5945,Sales Operations,77516.02439,female,Denver,12.81
5135,Technicians,207106.7744,female,Los Angeles,24.11
5011,Technicians,40120,female,Ithaca,2
5098,Technicians,168404.656,female,Palo Alto,23.11
5089,Technicians,155939.1212,female,New York,11
4746,Research and Development,89551.58471,female,Los Angeles,11
4900,Sales Operations,61796.7647,female,New York,2.71
5880,Sales Operations,61796.7647,female,New York,2.71
5926,Sales Operations,61796.7647,female,New York,2.71
4939,Sales Operations,41121.99847,female,Miami,1.61
5919,Sales Operations,,female,Miami,1.61
5965,Sales Operations,41121.99847,female,Miami,1.61
4914,Sales Operations,89459.65546,female,New York,10
5894,Sales Operations,89459.65546,female,New York,10
5940,Sales Operations,89459.65546,female,New York,10
5901,Sales Operations,81240.55519,female,Chicago,3
4921,Sales Operations,80340.55519,female,Chicago,3
5947,Sales Operations,81240.55519,female,Chicago,3
4905,Sales Operations,58601.23882,female,Miami,2
5885,Sales Operations,58601.23882,female,Miami,2
5931,Sales Operations,58601.23882,female,Miami,2
5049,Technicians,88662.21451,female,Santa Cruz,6.1
4730,Research and Development,58709.8645,female,Los Angeles,8
4932,Sales Operations,99825.54298,female,Miami,9
5912,Sales Operations,99825.54298,female,Miami,9
5958,Sales Operations,99825.54298,female,Miami,9
4710,Research and Development,64112.6338,female,Los Angeles,3
4834,Sales Support,49706,female,New York,1.4
4866,Sales Support,58337,female,Houston,6.31
4832,Sales Support,41282,female,Chicago,1.4
4818,Sales Support,58248,female,Chicago,1.4
4824,Sales Support,51465,female,Santa Cruz,4.1
5875,Sales Operations,45802.62706,female,Los Angeles,1.8
4895,Sales Operations,45802.62706,female,Los Angeles,1.8
5921,Sales Operations,45802.62706,female,Los Angeles,1.8
2408,Engineering,123021.3703,female,Los Angeles,21.5
2377,Engineering,121264.1636,female,Miami,19.61
2389,Engineering,114147.4767,female,Denver,9.5
2400,Engineering,128590.939,female,New York,2.6
2406,Engineering,133513.9061,female,Miami,10.2
2418,Engineering,115992.8361,female,Los Angeles,14.4
5017,Technicians,79622.89157,female,Santa Cruz,7
5032,Technicians,78836.99106,female,Denver,14.7
5035,Technicians,80486.91039,female,Los Angeles,10.81
5033,Technicians,79081.16671,female,Houston,10.7
4874,Sales Support,43582,female,Santa Cruz,5.41
5027,Technicians,74259.93377,female,Denver,6.5
5141,Technicians,53339.8984,female,Houston,3
5024,Technicians,71994.9482,female,Santa Cruz,7
5066,Technicians,135599.9351,female,Miami,13.81
4804,Sales Support,41282,female,San Francisco,1.9
4814,Sales Support,56775,female,Santa Cruz,2.3
4799009,Sales,103422.4078,female,Chicago,4.91
4799013,Sales,115241.7291,female,Chicago,4.91
4799015,Sales,140207.6421,female,Chicago,4.91
4799029,Sales,103451.1594,female,Chicago,4.91
4799039,Sales,115829.651,female,Chicago,4.91
4799041,Sales,145246.2995,female,Chicago,4.91
4799049,Sales,89184.87351,female,Chicago,4.91
4799059,Sales,132850.9665,female,Chicago,4.91
4799063,Sales,110874.7242,female,Chicago,4.91
4799065,Sales,107457.0817,female,Chicago,4.91
4799071,Sales,133332.6302,female,Chicago,4.91
4799073,Sales,145688.8549,female,Chicago,4.91
4799075,Sales,110355.8424,female,Chicago,4.91
4799091,Sales,116007.2347,female,Chicago,4.91
4799105,Sales,141865.0807,female,Chicago,4.91
4799109,Sales,109393.4284,female,Chicago,4.91
4799117,Sales,103612.5546,female,Chicago,4.91
4799119,Sales,111643.5479,female,Chicago,4.91
4799121,Sales,126934.4582,female,Chicago,4.91
4799133,Sales,130386.6188,female,Chicago,4.91
